O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
15-2041.00	3.A.2	On-Site or In-Plant Training	PT	5	9.52	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.2	On-Site or In-Plant Training	PT	6	9.52	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.2	On-Site or In-Plant Training	PT	7	4.76	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.3	On-the-Job Training	OJ	1	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.3	On-the-Job Training	OJ	2	25.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.3	On-the-Job Training	OJ	3	10.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.3	On-the-Job Training	OJ	4	30.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.3	On-the-Job Training	OJ	5	20.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.3	On-the-Job Training	OJ	6	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.3	On-the-Job Training	OJ	7	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.3	On-the-Job Training	OJ	8	5.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.3	On-the-Job Training	OJ	9	0.00	20	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.90	21	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	1	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	2	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	3	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	4	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	5	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	6	12.50	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	7	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	8	58.33	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	9	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	10	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	11	29.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.1	Required Level of Education	RL	12	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.25	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	1	16.67	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	2	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	3	8.33	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	4	4.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	5	4.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	6	20.83	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	7	16.67	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	8	12.50	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	9	12.50	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	10	4.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.1	Related Work Experience	RW	11	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.2	On-Site or In-Plant Training	PT	1	16.67	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.2	On-Site or In-Plant Training	PT	2	16.67	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.2	On-Site or In-Plant Training	PT	3	20.83	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.2	On-Site or In-Plant Training	PT	4	25.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.2	On-Site or In-Plant Training	PT	5	8.33	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.2	On-Site or In-Plant Training	PT	6	8.33	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.2	On-Site or In-Plant Training	PT	7	4.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.2	On-Site or In-Plant Training	PT	8	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.3	On-the-Job Training	OJ	1	4.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.3	On-the-Job Training	OJ	2	8.33	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.3	On-the-Job Training	OJ	3	12.50	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.3	On-the-Job Training	OJ	4	33.33	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.3	On-the-Job Training	OJ	5	33.33	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.3	On-the-Job Training	OJ	6	4.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.3	On-the-Job Training	OJ	7	4.17	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.3	On-the-Job Training	OJ	8	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.3	On-the-Job Training	OJ	9	0.00	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2041.01	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.08	24	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	1	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	2	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	3	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	4	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	5	4.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	6	68.18	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	7	4.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	8	22.73	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	9	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	10	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	11	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.1	Required Level of Education	RL	12	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.82	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	1	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	2	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	3	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	4	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	5	9.09	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	6	13.64	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	7	36.36	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	8	31.82	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	9	9.09	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	10	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.1	Related Work Experience	RW	11	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.2	On-Site or In-Plant Training	PT	1	27.27	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.2	On-Site or In-Plant Training	PT	2	13.64	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.2	On-Site or In-Plant Training	PT	3	13.64	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.2	On-Site or In-Plant Training	PT	4	13.64	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.2	On-Site or In-Plant Training	PT	5	13.64	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.2	On-Site or In-Plant Training	PT	6	13.64	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.2	On-Site or In-Plant Training	PT	7	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.2	On-Site or In-Plant Training	PT	8	4.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.3	On-the-Job Training	OJ	1	13.64	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.3	On-the-Job Training	OJ	2	9.09	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.3	On-the-Job Training	OJ	3	18.18	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.3	On-the-Job Training	OJ	4	18.18	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.3	On-the-Job Training	OJ	5	31.82	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.3	On-the-Job Training	OJ	6	4.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.3	On-the-Job Training	OJ	7	4.55	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.3	On-the-Job Training	OJ	8	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.3	On-the-Job Training	OJ	9	0.00	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.01	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.82	22	n/a	n/a	n/a	n/a	08/2024	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	2	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	3	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	5	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	6	85.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	7	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	8	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	1	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	2	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	3	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	4	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	5	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	6	30.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	7	35.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	8	20.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	9	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	10	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.1	Related Work Experience	RW	11	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.2	On-Site or In-Plant Training	PT	1	15.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.2	On-Site or In-Plant Training	PT	2	20.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.2	On-Site or In-Plant Training	PT	3	35.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.2	On-Site or In-Plant Training	PT	4	20.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.2	On-Site or In-Plant Training	PT	5	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.2	On-Site or In-Plant Training	PT	6	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.2	On-Site or In-Plant Training	PT	7	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.2	On-Site or In-Plant Training	PT	8	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.3	On-the-Job Training	OJ	1	15.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.3	On-the-Job Training	OJ	2	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.3	On-the-Job Training	OJ	3	45.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.3	On-the-Job Training	OJ	4	20.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.3	On-the-Job Training	OJ	5	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.3	On-the-Job Training	OJ	6	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.3	On-the-Job Training	OJ	7	5.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.3	On-the-Job Training	OJ	8	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2051.02	3.A.3	On-the-Job Training	OJ	9	0.00	20	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
15-2099.01	2.D.1	Required Level of Education	RL	1	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	2	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	3	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	4	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	5	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	6	50.89	20	17.0824	19.8612	81.2484	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	7	2.45	20	2.5186	0.2763	18.5572	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	8	40.66	20	15.9205	14.6922	73.1674	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	9	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	10	0.00	20	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	11	4.11	20	2.8856	0.9167	16.5593	N	07/2014	Incumbent
15-2099.01	2.D.1	Required Level of Education	RL	12	1.89	20	1.9366	0.2148	14.6596	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	1	2.86	21	3.1378	0.2774	23.7207	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	2	0.00	21	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	3	0.00	21	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	4	0.00	21	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	5	23.70	21	14.7918	5.3380	63.1138	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	6	23.38	21	14.1129	5.5726	61.2164	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	7	9.22	21	4.8607	2.9323	25.4327	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	8	35.20	21	15.3307	11.7916	68.8203	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	9	3.27	21	3.2677	0.3895	22.5926	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	10	1.19	21	1.2604	0.1280	10.1406	N	07/2014	Incumbent
15-2099.01	3.A.1	Related Work Experience	RW	11	1.19	21	1.2604	0.1280	10.1406	N	07/2014	Incumbent
15-2099.01	3.A.2	On-Site or In-Plant Training	PT	1	36.31	21	16.3037	11.5844	71.2739	N	07/2014	Incumbent
15-2099.01	3.A.2	On-Site or In-Plant Training	PT	2	3.91	21	3.9214	0.4609	26.3891	N	07/2014	Incumbent
15-2099.01	3.A.2	On-Site or In-Plant Training	PT	3	10.50	21	6.7264	2.5699	34.3021	N	07/2014	Incumbent
15-2099.01	3.A.2	On-Site or In-Plant Training	PT	4	0.99	21	1.0357	0.1097	8.3227	N	07/2014	Incumbent
15-2099.01	3.A.2	On-Site or In-Plant Training	PT	5	47.32	21	17.8696	16.7615	80.0272	Y	07/2014	Incumbent
15-2099.01	3.A.2	On-Site or In-Plant Training	PT	6	0.00	21	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	3.A.2	On-Site or In-Plant Training	PT	7	0.96	21	1.0741	0.0924	9.2576	N	07/2014	Incumbent
15-2099.01	3.A.2	On-Site or In-Plant Training	PT	8	0.00	21	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	3.A.3	On-the-Job Training	OJ	1	3.91	21	3.9214	0.4609	26.3891	N	07/2014	Incumbent
15-2099.01	3.A.3	On-the-Job Training	OJ	2	15.07	21	10.4392	3.1371	49.3054	N	07/2014	Incumbent
15-2099.01	3.A.3	On-the-Job Training	OJ	3	10.70	21	6.9896	2.5408	35.5275	N	07/2014	Incumbent
15-2099.01	3.A.3	On-the-Job Training	OJ	4	21.04	21	13.8404	4.4770	60.2358	N	07/2014	Incumbent
15-2099.01	3.A.3	On-the-Job Training	OJ	5	48.31	21	17.7798	17.4665	80.4949	Y	07/2014	Incumbent
15-2099.01	3.A.3	On-the-Job Training	OJ	6	0.00	21	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	3.A.3	On-the-Job Training	OJ	7	0.96	21	1.0741	0.0924	9.2576	N	07/2014	Incumbent
15-2099.01	3.A.3	On-the-Job Training	OJ	8	0.00	21	0.0000	n/a	n/a	N	07/2014	Incumbent
15-2099.01	3.A.3	On-the-Job Training	OJ	9	0.00	21	0.0000	n/a	n/a	N	07/2014	Incumbent
17-1011.00	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	2	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	3	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	4	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	5	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	6	42.86	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	7	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	8	23.81	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	10	23.81	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	11	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.29	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	1	19.05	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	2	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	3	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	4	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	5	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	6	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	7	33.33	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	8	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	9	14.29	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	10	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.1	Related Work Experience	RW	11	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.2	On-Site or In-Plant Training	PT	1	47.62	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.2	On-Site or In-Plant Training	PT	2	19.05	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.2	On-Site or In-Plant Training	PT	3	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.2	On-Site or In-Plant Training	PT	4	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.2	On-Site or In-Plant Training	PT	5	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.2	On-Site or In-Plant Training	PT	7	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.3	On-the-Job Training	OJ	1	4.76	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.3	On-the-Job Training	OJ	2	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.3	On-the-Job Training	OJ	3	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.3	On-the-Job Training	OJ	4	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.3	On-the-Job Training	OJ	5	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
17-1011.00	3.A.3	On-the-Job Training	OJ	6	9.52	21	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
